g,basis,Nspec,parity,inversion,Nsweep,Nsites,energy,energy uncertainty
0.8,m,9,none,none,50,10,-4.144143721080777,0.0066535815843452965
0.8,dvr,9,none,none,50,10,-4.1416535344503265,0.004613003536661135
0.8,m,9,none,none,50,5,-1.6970120163181335,0.002665414533640201
0.8,dvr,9,none,none,50,5,-1.6970059606303767,0.0028260999392964677
0.8,m,9,none,none,50,3,-0.7749783114952216,0.0010396227103966129
0.8,dvr,9,none,none,50,3,-0.774978377679787,0.0010453399526752112
0.5,m,9,none,none,50,10,-1.5120062598192163,0.002540256365972376
0.5,dvr,9,none,none,50,10,-1.512006274056624,0.0025405319317932996
0.5,m,9,none,none,50,5,-0.6490638935761197,0.0019183245705445065
0.5,dvr,9,none,none,50,5,-0.6490638975175322,0.0019188667462429715
0.5,m,9,none,none,50,3,-0.3112149954501362,0.0001646539183686148
0.5,dvr,9,none,none,50,3,-0.31121499635334615,0.00016515340878800998
0.2,m,9,none,none,50,10,-0.22700550079711945,0.0013234162839823708
0.2,dvr,9,none,none,50,10,-0.22700550079472492,0.0013234529890993282
0.2,m,9,none,none,50,5,-0.10058964516545643,0.000842276709047896
0.2,dvr,9,none,none,50,5,-0.10058964516844071,0.0008422362088029538
0.2,m,9,none,none,50,3,-0.05002712923699448,0.0004291263366115873
0.2,dvr,9,none,none,50,3,-0.05002712923710462,0.00042912665650298045
2.0,m,8,none,none,50,10,-18.810912843610048,0.004131791698952656
2.0,dvr,8,none,none,50,10,-18.838486886193714,0.004247203952737459
2.0,m,8,none,none,50,5,-7.997386829719296,0.002352907329171133
2.0,dvr,8,none,none,50,5,-8.007211056777692,0.0031447326779886525
2.0,m,8,none,none,50,3,-3.6615324689259747,0.004220259534904893
2.0,dvr,8,none,none,50,3,-3.6948222104799746,0.0019566901318345147
1.7,m,8,none,none,50,10,-14.870153251184673,0.003983825742027916
1.7,dvr,8,none,none,50,10,-14.883346895849066,0.0024096593781284485
1.7,m,8,none,none,50,5,-6.281007350797889,0.0027223255332676937
1.7,dvr,8,none,none,50,5,-6.285984359407742,0.004773808667460628
1.7,m,8,none,none,50,3,-2.826641822047576,0.00947620177081665
1.7,dvr,8,none,none,50,3,-2.875865503593348,0.004784755916168678
1.3,m,8,none,none,50,10,-9.837601284630704,0.002127062326987797
1.3,dvr,8,none,none,50,10,-9.84115476601804,0.002226526200916597
1.3,m,8,none,none,50,5,-4.101819584016134,0.005405098411409378
1.3,dvr,8,none,none,50,5,-4.103735707882079,0.004922304110442336
1.3,m,8,none,none,50,3,-1.8419897242336247,0.06271206882659333
1.3,dvr,8,none,none,50,3,-1.8551786345981944,0.0039438083615241926
0.8,m,8,none,none,50,10,-4.144202215881522,0.00560847007946535
0.8,dvr,8,none,none,50,10,-4.14422406108173,0.0051988555551468855
0.8,m,8,none,none,50,5,-1.6969798980349502,0.002294786577958624
0.8,dvr,8,none,none,50,5,-1.6970456609411642,0.0025872036231733256
0.8,m,8,none,none,50,3,-0.7749715443326686,0.0007365623215041337
0.8,dvr,8,none,none,50,3,-0.7749844722409698,0.0013173036129330146
0.5,m,8,none,none,50,10,-1.5120029462609637,0.0024970741460997137
0.5,dvr,8,none,none,50,10,-1.5120094578461654,0.002600957987272572
0.5,m,8,none,none,50,5,-0.6490629330031368,0.0019017706381792977
0.5,dvr,8,none,none,50,5,-0.6490647697164533,0.0019364212661451942
0.5,m,8,none,none,50,3,-0.31121476642026025,0.00011641592043484327
0.5,dvr,8,none,none,50,3,-0.31121518630094513,0.000215527687643373
0.2,m,8,none,none,50,10,-0.22700549935155578,0.001322875960107136
0.2,dvr,8,none,none,50,10,-0.22700550199446567,0.001323464790694686
0.2,m,8,none,none,50,5,-0.10058964463410547,0.0008418832806097511
0.2,dvr,8,none,none,50,5,-0.10058964560499462,0.0008423020764287202
0.2,m,8,none,none,50,3,-0.05002712906386719,0.00042888797093509586
0.2,dvr,8,none,none,50,3,-0.05002712937460174,0.0004291732550437098
2.0,m,7,none,none,50,10,-18.799892918742433,0.0031009019198819246
2.0,dvr,7,none,none,50,10,-18.942825000432478,0.003072561891111237
2.0,m,7,none,none,50,5,-7.99357020125621,0.0018756396455746553
2.0,dvr,7,none,none,50,5,-8.044095205020183,0.0023056783866885954
2.0,m,7,none,none,50,3,-3.684486704320693,0.024225830175694334
2.0,dvr,7,none,none,50,3,-3.6759855462593047,0.03520173430551758
1.7,m,7,none,none,50,10,-14.864699055357947,0.00302736303582653
1.7,dvr,7,none,none,50,10,-14.93997850276272,0.0031316934942847235
1.7,m,7,none,none,50,5,-6.279543422350257,0.0045161562267681385
1.7,dvr,7,none,none,50,5,-6.305556643973496,0.004527630981782639
1.7,m,7,none,none,50,3,-2.8723352084832094,0.018205463142707972
1.7,dvr,7,none,none,50,3,-2.8338850556510424,0.0331081973643087
1.3,m,7,none,none,50,10,-9.836070278995754,0.0016606320852467125
1.3,dvr,7,none,none,50,10,-9.859978948284489,0.002793292213795392
1.3,m,7,none,none,50,5,-4.102008593138404,0.005178430289137411
1.3,dvr,7,none,none,50,5,-4.103621405790447,0.04428924710570934
1.3,m,7,none,none,50,3,-1.8547794391663845,0.0031882009652334006
1.3,dvr,7,none,none,50,3,-1.8546876691474288,0.014553175420396086
0.8,m,7,none,none,50,10,-4.144291842369266,0.0036039442512912074
0.8,dvr,7,none,none,50,10,-4.145553365613443,0.0034581409933120096
0.8,m,7,none,none,50,5,-1.6969480677168516,0.0018498282628107755
0.8,dvr,7,none,none,50,5,-1.6970647811573745,0.0015684752891952953
0.8,m,7,none,none,50,3,-0.7749647929137743,3.2755789342622224e-6
0.8,dvr,7,none,none,50,3,-0.7749881949174822,2.298670146214656e-6
0.5,m,7,none,none,50,10,-1.5119995627652987,0.0027716743766878172
0.5,dvr,7,none,none,50,10,-1.5120113035242593,0.0021092391501589367
0.5,m,7,none,none,50,5,-0.6490619719146977,0.0018884746127211735
0.5,dvr,7,none,none,50,5,-0.6490654598531087,0.001117355832273547
0.5,m,7,none,none,50,3,-0.31121453739243193,1.1780402288468106e-8
0.5,dvr,7,none,none,50,3,-0.3112153315190034,5.268356063861754e-9
0.2,m,7,none,none,50,10,-0.22700549989782814,0.0013038955130804616
0.2,dvr,7,none,none,50,10,-0.2270055046376669,0.0013054084852933275
0.2,m,7,none,none,50,5,-0.10058964468171538,0.00083320518290731
0.2,dvr,7,none,none,50,5,-0.10058964646042057,0.0008340943756291669
0.2,m,7,none,none,50,3,-0.05002712889076477,0.00042864914749891393
0.2,dvr,7,none,none,50,3,-0.05002712949323751,0.00042919275224644006
