E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,Estrength,Nsites,SvN1,SvN10,SvN11,SvN12,SvN13,SvN14,SvN15,SvN16,SvN17,SvN18,SvN19,SvN2,SvN20,SvN3,SvN4,SvN5,SvN6,SvN7,SvN8,SvN9,angle,correlation1,correlation10,correlation11,correlation12,correlation13,correlation14,correlation15,correlation16,correlation17,correlation18,correlation19,correlation2,correlation20,correlation3,correlation4,correlation5,correlation6,correlation7,correlation8,correlation9,g,inversion_symmetry1,inversion_symmetry10,inversion_symmetry11,inversion_symmetry12,inversion_symmetry13,inversion_symmetry14,inversion_symmetry15,inversion_symmetry16,inversion_symmetry17,inversion_symmetry18,inversion_symmetry19,inversion_symmetry2,inversion_symmetry20,inversion_symmetry3,inversion_symmetry4,inversion_symmetry5,inversion_symmetry6,inversion_symmetry7,inversion_symmetry8,inversion_symmetry9,memory,mmax,pairs,parity1,parity10,parity11,parity12,parity13,parity14,parity15,parity16,parity17,parity18,parity19,parity2,parity20,parity3,parity4,parity5,parity6,parity7,parity8,parity9,prev_corresponding_energy1,prev_corresponding_energy10,prev_corresponding_energy11,prev_corresponding_energy12,prev_corresponding_energy13,prev_corresponding_energy14,prev_corresponding_energy15,prev_corresponding_energy16,prev_corresponding_energy17,prev_corresponding_energy18,prev_corresponding_energy19,prev_corresponding_energy2,prev_corresponding_energy20,prev_corresponding_energy3,prev_corresponding_energy4,prev_corresponding_energy5,prev_corresponding_energy6,prev_corresponding_energy7,prev_corresponding_energy8,prev_corresponding_energy9,reflection_symmetry1,reflection_symmetry10,reflection_symmetry11,reflection_symmetry12,reflection_symmetry13,reflection_symmetry14,reflection_symmetry15,reflection_symmetry16,reflection_symmetry17,reflection_symmetry18,reflection_symmetry19,reflection_symmetry2,reflection_symmetry20,reflection_symmetry3,reflection_symmetry4,reflection_symmetry5,reflection_symmetry6,reflection_symmetry7,reflection_symmetry8,reflection_symmetry9,t_diagonalization,t_metrics
-0.0003125052332506712,1.006000823639238,1.0087687266411023,1.0122387932107215,1.0177277104538007,1.969290061420177,1.9767274543806908,1.9773550293004591,1.9800662455389928,1.9829575945849527,1.9845872745686497,0.9816892483523492,1.9862595628257096,0.9873005371279003,0.9907498239447278,0.993531317024175,0.9953687054041269,0.9975463582999218,1.0019966848473205,1.0042687416053289,0.0,6,0.00037110546044586784,1.0987649643673514,0.6933298134699156,1.3863118023221774,1.0986977762734016,1.087316752943763,1.116310711054149,1.3863229156838377,1.3611540982097625,1.4080475328533903,1.0753719938199906,1.0828893109204674,3.288385037597645,0.6934581275714984,0.6933289614451896,0.693478457932156,1.046969854465843,0.6933939537303824,1.456644230382287,3.1532043356015325,90.0,0.0025006322147758963,0.1266204819470838,0.1813060595179766,-0.12289543598430586,-0.1770516136077468,0.30749275317622116,0.01908372053624808,0.22622850109320797,0.08823198158988846,0.16946263329111175,-0.30432824009168524,0.18334204721674827,0.13710252436202827,0.12646628751854366,-0.17907929346166215,-0.1227619717133368,0.045187926460084946,-0.04191668812405482,0.047083460146852205,-0.04379724760771616,0.01,1.000000000000018,4.068732470924514e-23,5.4532635250490996e-24,1.0000000000002136,1.0000000000000175,1.000000000000042,2.0014881248327747e-11,0.9999927882541526,0.00018247569509811237,1.0000000000000215,1.0000000000000238,1.0000000000000075,1.0000000000000346,1.0000000000000062,4.847192622628567e-25,3.7217310053710946e-25,1.000000000000271,1.4452520883248466e-24,4.996191307967758e-24,1.0000000000000213,799512762,2,nearest,1.000000000000018,1.8280514447114732e-28,1.5568446144621773e-28,9.143756518515799e-29,7.348569027669777e-29,1.000000000000042,0.9999999999998949,0.9999999999991842,0.9999987893887571,1.0000000000000218,1.0000000000000238,1.2897650735132976e-29,1.0000000000000346,5.764692634618701e-29,7.975336440700002e-29,1.2774242006006776e-28,5.221154161543296e-29,4.7773489481241815e-29,5.350359367783952e-29,4.233169489464602e-29,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9,1.000000000000018,6.370942384414155e-24,1.0000000000000282,1.0000000000002136,5.0928115198255145e-24,1.0000000000000422,0.9961838726919132,4.347464284221463e-8,0.12224551073244279,1.0000000000000218,1.0000000000000235,1.000000000000008,1.0000000000000346,6.538261625213525e-26,1.1929127157413382e-23,0.9999999999999843,1.000000000000271,6.441956047451142e-24,1.0000000000000426,4.1204293386717375e-24,14.293061072,3.261139482
-0.011256805586170746,1.0289523625665016,1.0453404751074178,1.0663832061189713,1.0975892653762587,1.809285692926679,1.8539801226846113,1.8543623388104418,1.8590021113566493,1.8871337252922613,1.8942288239619152,0.8814203792752887,1.9025819392729773,0.9170344390752033,0.9373267463237391,0.95419587194665,0.966848634415074,0.9784283259000639,1.0051109679124317,1.020081081418443,0.0,6,0.6960799163481703,1.117323392361458,3.2908466519749715,3.1843630458109558,3.2823503986637466,0.4896502891779075,1.1405742665448892,1.1364268077434543,1.3869841173132624,1.4944613346998872,1.1685297480815033,1.4610890263970249,0.5138422346308381,0.7008121554963797,1.1069232711475057,1.3956998119653594,0.6984662789498114,0.6994767743800694,1.1513029484324293,0.6981431425277212,90.0,0.0151369618168905,0.13611450484726645,0.18690172575938663,-0.11332584670992937,-0.16136192872399652,0.3198515061521211,0.028707714520112736,0.030557641861829556,0.23332152290258584,0.07479887837488916,0.16717146506051903,0.19923973605404546,-0.2987638672947248,0.13483176140412007,-0.17340682339017682,-0.11279704346808568,0.04835797811655904,-0.028791502735743612,0.05992210400080239,-0.03981650584288081,0.06,1.0000000000000528,4.4844786391066504e-26,1.3765374505218226e-25,1.000000000000036,1.0000000000000735,0.9999999999999956,4.0161079195029025e-17,3.628170191291847e-16,1.0000000000000175,2.368124733865885e-9,0.9999999999999751,1.0000000000000775,1.000000000000048,1.0000000000000124,2.3925451799727204e-25,3.1624745439985437e-25,1.0000000000000004,8.28602481949394e-25,2.5039195319946852e-25,1.0000000000000193,772348064,2,nearest,1.0000000000000528,9.362790834268334e-29,2.378500564662664e-28,2.70690716242779e-29,2.5389479134338996e-28,0.9999999999999957,1.0000000000000073,1.000000000000031,1.000000000000023,0.9999999977629723,0.9999999999999752,6.778349403831006e-29,1.000000000000048,7.943325102845643e-29,9.486735214385677e-29,2.132017096481494e-28,2.6248192322694893e-29,3.8581693821941275e-29,5.277000517571546e-29,1.5251681835850273e-28,1,10,11,12,13,14,17,15,16,17,18,2,19,3,4,5,6,7,8,9,1.0000000000000528,9.059643745653237e-25,0.9999999999999962,1.000000000000036,3.3778655651535986e-26,0.9999999999999956,8.773956104782379e-16,0.9999999999999051,3.115054338568635e-16,0.9417614541558231,0.9999999999999751,1.0000000000000775,1.000000000000048,1.0307065997590444e-25,7.773244369427125e-25,1.0000000000000189,1.0000000000000004,9.478740754026916e-25,0.9999999999999907,3.049421007963695e-25,10.654948258,0.437487279
-0.03789002306500006,1.0400370957547038,1.069659384698513,1.108415560398475,1.1627349656749089,1.63907998277813,1.7209033797775868,1.7221699930644114,1.7324792973432162,1.782261120611275,1.7828639526610346,0.7667074218330283,1.7999929471505485,0.8358627168405353,0.8720781605283681,0.90324974608897,0.9295327950156597,0.9478786167541565,0.996711233090049,1.0263856516609826,0.0,6,0.7067558459273426,0.7176330338048014,3.158920631072263,1.1148112067133498,1.1082736837316656,0.5033419386438145,1.159717176391498,1.1527708964655379,1.3881788988310746,1.5387840940918533,1.5605765292316474,1.6990341033371397,1.2352954347568947,3.2386581750562766,1.1470378733137738,0.7171919977922147,1.4443854634335616,0.7116889200190151,0.7113886811652222,1.10828674614538,90.0,0.02835001486212435,0.14563212868921138,0.19273063501202642,-0.10269119976873771,-0.14550834542225072,0.330993028176763,0.039008154990529086,0.04261751009565677,0.2395390763648554,0.09650067371301344,0.08288490160876619,0.2155494245073004,0.15420246198308232,0.14248370627269594,-0.16739108787154217,-0.1021392869345223,0.0513837966200266,-0.01518685855341279,0.07284171369363482,-0.03483277887600992,0.11,1.0000000000000726,3.7084606055119765e-24,9.162472735317488e-25,1.0000000000000246,1.00000000000003,1.0000000000000095,1.646964729673235e-24,1.0184739863837908e-25,0.999999999999988,2.0170870794204976e-19,1.7968058280080616e-18,1.000000000000016,1.0000000000000115,0.9999999999999792,5.867422366254457e-25,1.3836829510605705e-25,1.0000000000000104,8.565730390952699e-27,1.844232458369516e-26,1.0000000000000389,772431872,2,nearest,1.0000000000000726,2.054779013725019e-28,2.166294352298228e-28,1.264175046938524e-28,3.262288668670561e-28,1.0000000000000098,1.000000000000034,1.0000000000000324,0.9999999999999883,1.000000000000031,1.0000000000000113,9.609594070257693e-29,1.0000000000000115,4.826692345784334e-29,1.0858842457527983e-28,1.2677975049071128e-28,1.4562307362304154e-28,9.930137373973356e-29,2.2304899494915013e-28,1.2924938544794923e-28,1,10,11,12,13,14,15,16,17,-1,18,2,19,3,4,5,6,7,8,9,1.0000000000000726,3.875043443813728e-25,1.0000000000000124,1.0000000000000244,1.2234810090948095e-26,1.0000000000000098,2.1772446969047218e-24,1.0000000000000324,1.2014766662937624e-25,3.3974196252663068e-18,1.000000000000011,1.000000000000016,1.0000000000000113,5.835926108537376e-26,2.3657317627764074e-26,1.0000000000000215,1.0000000000000102,1.989784767990977e-26,1.0000000000000189,1.5748069385823529e-25,11.38452479,0.420113509
-0.08035156391819834,1.0390640571964695,1.0815405594766003,1.1378405577724529,1.2130307829351852,1.459528252920719,1.577760032200974,1.5803913145789084,1.5982771983073534,1.6679589729511377,1.6696223139606041,0.6376704405304284,1.7003852424561179,0.7443085188014363,0.7951754515020835,0.8407016851904192,0.8835134970311022,0.9058262237240348,0.9766596778318737,1.0227106201309075,0.0,6,3.067570299463188,0.7401679665285616,0.7205549455076565,0.7405842243739692,0.7165286445023921,0.5205833570058689,1.1805045771065346,1.1714944209295255,1.3896985675871583,1.5250857014900498,1.554897230290075,0.706577501884574,1.3533597361308654,1.1251845454854192,0.7187724740807767,0.7389919583198491,0.7259894743339813,0.729093345366875,0.7282968469671462,0.721176451191048,90.0,0.042645452428951555,0.1554822505992326,0.19903352262307167,-0.09076114677096239,-0.1291952481613107,0.3406384434621249,0.049781835671192674,0.05535789428543917,0.24497200512659983,0.11151448629951521,0.0912874821139336,0.232440150457392,0.1174731617760075,0.14950624718604785,-0.16078902146078802,-0.09048797025217939,0.05466500132340226,-0.0008760488879975957,0.08609597046038578,-0.02847635759104377,0.16,1.0000000000001124,3.7249150360516256e-25,2.0422308448273545e-26,1.0000000000000124,1.0000000000000353,1.0000000000000633,1.0955505994711501e-24,1.5062506919542572e-23,1.0000000000000522,4.221185172410339e-25,7.096790669707206e-26,1.0000000000000118,1.0000000000000209,1.0000000000000255,3.7884058897107566e-26,2.791051998727471e-26,1.000000000000031,1.2065448819056536e-25,1.5670761941558243e-26,0.9999999999999958,772482576,2,nearest,1.0000000000001124,8.860891297013652e-29,1.6089125489503785e-28,8.39114768755552e-28,1.7311361556157187e-27,1.0000000000000635,1.0000000000000275,1.0000000000000253,1.000000000000052,1.000000000000069,1.000000000000039,1.3347441727248826e-28,1.0000000000000204,6.98219201602711e-29,5.726622238224009e-29,1.5927486009418776e-28,8.447686685327782e-29,2.2881621501676752e-28,1.493999156232945e-28,8.059171944831173e-29,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9,1.0000000000001124,3.841241543656285e-26,1.0000000000000082,1.0000000000000124,5.7998744236857474e-27,1.0000000000000635,4.936453382835425e-24,1.0000000000000255,1.455227745459099e-23,4.983781257518874e-22,1.0000000000000393,1.0000000000000118,1.0000000000000209,1.4441442398799826e-26,1.386276525805409e-26,1.0000000000000075,1.000000000000031,1.186860460389577e-25,0.9999999999999909,3.1442374434282345e-26,11.691012712,0.340246266
-0.13887424498386491,1.0257970764775999,1.0807942321127186,1.1541519406014848,1.2483174899348644,1.271629044718635,1.4248348490830105,1.4292657685301495,1.4568557797813708,1.5441924738697763,1.5477409125339474,0.49445431776921955,1.5948022024731885,0.6429070981187645,0.7067843997191624,0.7664923112845811,0.8287377051993141,0.8521362105788597,0.9447575822547826,1.0084900827929917,0.0,6,0.7532447592979499,0.7685179888201213,0.7377353825732825,0.7704676247113422,0.7332173777981918,0.5417449064569111,1.2021621036940895,1.1918604370053991,1.3914373771314739,1.5127515053878222,1.5492753980627962,0.7124320050461957,1.4673019980596245,0.7543236618737069,0.7341939718153705,0.7661829347385111,0.7489763485926916,0.7514062712174258,0.7498493841092259,0.7387709923649066,90.0,0.05857276791017444,0.16598388606433392,0.20604996088803368,-0.07724405004183553,-0.11209903377872957,0.34838512083719797,0.0610869548995886,0.06883808524693533,0.2496988389253631,0.1266139652062314,0.0996116980604425,0.25002429639305435,0.04137587763709864,0.15595888344123443,-0.15335226585583567,-0.07753520803724977,0.0586616399509093,0.014369531999243238,0.09995606299213579,-0.02034195213639269,0.21,1.0000000000000602,7.869805196679494e-26,9.273304148789942e-27,0.9999999999999846,1.0000000000000144,1.0000000000000095,2.2189215127524705e-26,8.751458454326973e-25,1.0000000000000508,1.6895852142158786e-27,2.7788306395238476e-26,1.0000000000000147,0.9999999999999929,0.9999999999999934,9.083848879416614e-27,1.7309357004938503e-27,1.0000000000000184,2.103325656746393e-26,1.3271205764503342e-27,0.9999999999999718,521831568,2,nearest,1.0000000000000602,1.2049047756501166e-28,5.1909572789990665e-28,9.735672791489016e-27,2.75364737856716e-25,1.0000000000000093,1.0000000000000044,0.9999999999999893,1.000000000000051,1.000000000000025,1.0000000000000246,7.718510995113571e-29,0.9999999999999929,9.537084504350198e-29,1.8085190875848048e-28,2.608612511034812e-28,3.0216377655223532e-28,2.1972609015478207e-28,1.0427850368046127e-28,2.1455507976862734e-28,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9,1.0000000000000602,6.059095783070774e-27,0.9999999999999993,0.9999999999999845,2.757245317448941e-25,1.0000000000000093,1.7851187781693027e-24,0.9999999999999896,1.1062598053418813e-24,3.791926736168129e-24,1.0000000000000246,1.0000000000000147,0.999999999999993,4.1744377470197786e-27,1.2914060545244196e-26,1.0000000000000013,1.0000000000000187,2.2399480455133126e-26,0.9999999999999993,2.6070227432681377e-27,7.724071952,0.344412348
-0.21379903981041792,0.9999562288315657,1.0672259839012885,1.0765525368676825,1.156818311299691,1.2624239540079087,1.2684039760202392,1.2690319038891098,1.3086433607499768,1.4110579335696694,1.4175561266049956,0.3372464379880743,1.4820568541963997,0.5322015031152304,0.6070625373412517,0.6804880358779122,0.7649850138689487,0.7866088468941848,0.9007452025718841,0.9830643985512989,0.0,6,0.9953279154065143,0.8023709564484882,0.7586853735251622,0.5675681275793355,0.8071002620365818,1.2240616794184591,0.7548855752439396,1.2132066322916961,1.3933340854462328,1.501725930293388,1.5436196571444216,0.7179129014902901,1.4616598996502483,0.7778900963932595,0.7527925949675343,0.7984581636581174,0.7793853292259469,0.7786479975500605,0.7761193284568962,0.7609183653648195,90.0,0.07674119477569276,0.17746198847397415,0.21401287635524238,0.3536938465896525,-0.061782754177332644,0.07295607458666517,-0.09387224231393906,0.08308167618079178,0.2537892277021747,0.1417366204279879,0.10788247759900993,0.2683449406396934,-0.05350468540360106,0.16188377856957062,-0.1448243801767752,-0.06296717057408123,0.0639190446368865,0.03077852895979343,0.11470915602166834,-0.009972108361263962,0.26,1.0000000000000107,7.464808322022102e-26,1.1207700519731303e-24,0.9999999999999956,0.9999999999999699,9.535390334745034e-25,1.0000000000000042,4.834206702758795e-22,0.999999999999986,1.7940522766313088e-27,9.440686720256637e-27,1.000000000000002,1.0000000000000302,0.9999999999999842,2.4694150487416697e-27,2.1004191973487194e-28,0.9999999999999878,3.528337554484437e-27,1.634766314650818e-26,0.9999999999999825,422201104,2,nearest,1.0000000000000107,3.1698042477156595e-27,1.118835255332365e-24,0.9999999999999957,3.6582917806232026e-27,0.9999999999999959,6.097900094518719e-22,0.9999999999999937,0.9999999999999863,1.0000000000000102,1.0000000000000306,3.811200683632098e-29,1.00000000000003,5.488780406847856e-29,2.0507530455169785e-28,7.461579244234185e-29,6.100171425248454e-29,1.3705715340286347e-28,9.690514726904776e-29,1.224614764787377e-28,1,10,11,14,12,15,13,16,17,18,19,2,20,3,4,5,6,7,8,9,1.0000000000000107,4.0386851082157444e-27,1.0000000000000033,0.9999999999999956,0.9999999999999701,1.1913400563436811e-24,6.096923224506378e-22,0.9999999999999936,7.322347129961383e-28,1.8637314840143188e-23,1.0000000000000306,1.000000000000002,1.00000000000003,9.291764572492883e-28,6.569543485159189e-27,0.9999999999999906,0.9999999999999877,4.1354492212256034e-27,1.000000000000005,9.8178515961017e-27,5.966998769,0.336745893
-0.30559135323824527,0.9456776942153617,0.9612208708428225,1.0406391696972088,1.0908347913926346,1.0999290606903105,1.1452697025385827,1.1540363316090148,1.2686724675971817,1.2730638962389451,1.2794152839289321,0.1662959171148743,1.3615443907595628,0.41273615814043035,0.4961555030619783,0.582479495852175,0.6918447219729456,0.7089815910103667,0.8443034573951266,0.875666588722827,0.0,6,0.16823627636354688,0.7884362407381803,0.8415907364019344,0.7834439551382778,1.245683936840465,1.2349224637865786,0.8507718373810285,1.3953505140112081,1.491950992805246,0.7819876203504927,1.537870251165311,0.7226983735747501,1.3720096090696168,0.8028931211517925,0.7747768444526428,0.8357209433715245,0.8185503774153976,0.811005869384531,0.8074154765610005,0.5991177723238448,90.0,0.09782063266619957,0.0031502160276752284,0.19023266010011225,0.2231374990246638,0.08539473143077667,0.09807291174360407,-0.043961361308934535,0.25730564373416903,0.15680756052471476,-0.07415442472177816,0.11612843437607208,0.28736525285644077,-0.12324582135419379,0.1673119743357218,-0.13493855737995286,-0.046474051637531766,0.07108331239707802,0.04856677492983682,0.13064729828715946,0.35589266288917043,0.31,1.0000000000000344,0.9999999999999971,6.9502651684255466e-28,1.0463966425704619e-27,1.275648172756641e-27,1.049886966890076e-26,0.9999999999999852,1.0000000000000246,9.062456468114587e-26,1.0000000000000435,3.429518859409906e-27,1.0000000000000466,0.9999999999999918,1.0000000000000195,6.95060721358367e-27,1.3341949023220574e-27,0.9999999999999956,1.7244721255260911e-25,2.1802023090017184e-26,0.9999999999999931,460826576,2,nearest,1.0000000000000344,2.0412752132702756e-27,1.5250304189668607e-27,4.817907191778916e-27,1.000000000000003,0.9999999999999921,3.598423552302042e-27,1.0000000000000249,1.0000000000000018,7.619608781684021e-25,1.000000000000034,1.2703082784634388e-28,0.999999999999992,9.649979320129344e-29,7.825671571822321e-29,2.501320043461714e-28,2.7612690018657515e-27,1.0992103959221837e-27,1.951096350078494e-26,0.9999999999999931,1,9,10,11,14,16,13,17,18,15,19,2,20,3,4,5,6,7,8,12,1.0000000000000342,6.1189644709500176e-27,6.286777680352277e-27,0.9999999999999786,6.134107287730757e-27,0.9999999999999921,0.9999999999999852,9.576358470003007e-27,6.0354695715227275e-24,4.8010552490895857e-26,1.000000000000034,1.0000000000000466,0.999999999999992,5.81439790954462e-28,1.3214517942520248e-28,1.000000000000015,0.9999999999999954,1.7261099979805563e-25,0.9999999999999827,0.999999999999993,6.381688959,0.296042347
-0.41484876884384925,0.895478211655351,0.9092385509788252,0.9103859086223447,0.9222001869907135,0.9933994879229713,1.0008414209507828,1.1171820391055678,1.1188920124810395,1.133674560186902,1.233501972597986,-0.01806807793025972,1.2620399246993776,0.28504939226912984,0.37419284971474753,0.47218911170296884,0.6086994271397393,0.618938435842043,0.6705488648401311,0.7750610961383961,0.0,6,0.22193039819264304,0.8222974078077019,0.886068039012048,1.2666034696312773,1.2564513129630657,1.3974611887749997,0.8120680490586487,1.4833571544606874,0.9018319868045527,1.531980533705068,1.2899435014256286,0.7266278871299405,0.8149480484424803,0.8287536740585829,0.8005093953798007,0.8779190424420138,0.8678096831017098,0.8486968816372731,0.6376035142391266,0.8441496598803869,90.0,0.1225015829350927,0.0195828875599394,0.20457173284285815,0.09838116253516757,0.11375532440049685,0.26030480071693207,0.23360295412559245,0.17174323304715047,-0.023337980885550856,0.12438812632901028,-0.16201845231118364,0.3069646318061837,-0.05259897948845822,0.1722683133129519,-0.12341713557709619,-0.0277743335425873,0.08088620199550232,0.06790491061296662,0.35422550469910485,0.14803912149687332,0.36,1.0000000000000635,0.9999999999999996,2.7134448556887143e-26,2.8531308597367695e-26,5.877683967517185e-28,1.0000000000000433,7.973113542603183e-25,8.423683981031498e-24,1.0,3.994075794397474e-26,1.0000000000000098,1.0000000000000522,1.0000000000000917,1.0000000000000184,4.4014709910960125e-27,3.6479732411418614e-28,1.0000000000000038,7.363782357156908e-26,1.0000000000000557,3.165483108498149e-27,772609344,2,nearest,1.0000000000000635,3.925134077119147e-26,1.4390990622147623e-23,0.9999999999999899,1.0000000000000004,1.0000000000000433,7.972878947674295e-25,1.0000000000000413,1.0648106735924866e-23,1.0000000000000597,1.0000000000000098,1.2464464409365703e-28,4.336054133894475e-22,6.965138129064215e-29,7.366973037787529e-29,2.334960611896428e-28,1.200575349762342e-27,2.614392090651445e-28,1.0000000000000557,1.7362936470933288e-27,1,10,11,13,14,16,12,17,15,19,20,2,18,3,4,5,6,7,9,8,1.0000000000000635,2.656276475665897e-27,1.7766229187833954e-26,2.73166926823255e-25,1.0000000000000002,1.2467059908871696e-24,1.0000000000000022,8.498026294369285e-24,1.0000000000000002,1.00000000000006,1.0000000000000098,1.0000000000000522,2.1796097062126575e-23,3.1673304605008052e-28,1.1756134455152236e-27,1.0000000000000029,1.0000000000000038,7.317710415101672e-26,1.0000000000000557,1.0000000000000089,10.40958708,0.46422131
-0.5422783560457335,0.7214064449414089,0.7360953563401629,0.8270668578505289,0.8315350937345761,0.8436460698827395,0.9476574161384841,0.9567677114674042,0.9806951970321992,1.0770424845473703,1.0983568668667303,-0.2154225116153013,1.1518861780416496,0.14966591005214427,0.24128423860389875,0.34929346867767147,0.4629615147677619,0.5147314548577131,0.5161340172180237,0.6926139507658575,0.0,6,0.2836213313373659,1.2864824031274849,1.2773026337836841,1.399647834585604,0.8632516663650368,0.9355319237227171,0.8445447627614542,1.4758620042490251,1.5259059024278763,0.9603211881036526,1.2385802039450264,0.7296711971646247,1.2801089679391742,0.8550233404435716,0.830433050147603,0.924845543092125,0.6839397959225366,0.9279772138494572,0.8917647286158575,0.8866274529657628,90.0,0.15137041192614123,0.11186751881817622,0.13003352831561601,0.26283881973459516,0.039848319309184504,0.22066133678411806,0.2455260915953336,0.18645637061012932,0.13271630044195054,0.00047349639083070873,-0.18136979531623224,0.32694582488078605,0.20411360844890553,0.1767750184786088,-0.10997532518724729,-0.006658578021492748,0.3479906185926318,0.09406048297760071,0.08885750761740076,0.16707499805982037,0.41,0.9999999999999907,2.2947717213846352e-27,2.0528841648333314e-27,1.0000000000000027,1.000000000000001,2.0487777740431067e-26,1.5031546717462492e-25,1.7462772347262512e-26,2.8553284035812136e-26,0.9999999999999802,0.9999999999999939,1.0000000000000069,0.9999999999999831,0.9999999999999929,1.0976028827458408e-27,4.4290071670688834e-28,1.0000000000000229,1.0000000000000229,1.4674193343694956e-25,2.969098343184916e-28,322552864,2,nearest,0.9999999999999906,1.000000000000002,1.0000000000000087,1.0000000000000027,5.028571553292734e-24,1.144972677910355e-27,6.358984413784806e-25,0.9999999999999907,0.9999999999999983,3.6030591033852437e-26,0.9999999999999939,5.560798199629835e-28,0.9999999999999831,1.9953696261865105e-29,5.85162930251739e-28,2.4107562530305794e-28,1.0000000000000229,1.1460720442594747e-27,1.5888732804103202e-27,1.145058429603718e-26,1,12,13,14,10,11,15,16,18,17,19,2,-1,3,4,5,8,6,7,9,0.9999999999999907,2.055658582474018e-26,1.0000000000000087,7.749726392060466e-28,4.097647068277171e-28,3.548410366736819e-29,1.000000000000016,6.179218822448765e-25,0.999999999999998,0.9999999999999803,0.9999999999999939,1.000000000000007,0.9999999999999831,8.546044498026145e-29,1.0286083684181125e-27,1.0,1.0000000000000229,1.0000000000000229,1.4700294778896457e-25,0.9999999999999989,5.757967863,0.505765812
-0.6886088166293769,0.5418753557230761,0.5965656591332458,0.6553429060041166,0.7528952626900381,0.7641098610939631,0.7876492886902388,0.8208380064229601,0.8809496573569402,0.9564696255050765,1.008560686265937,-0.4252448880998018,1.0191051250641228,0.0070899876893482225,0.0975175924387037,0.21346577413875667,0.25475273531120735,0.40024169358589184,0.40898033384928884,0.5242352102591954,0.0,6,0.3521858126380875,1.2970666434708535,0.9347322934650919,1.4018963228087922,0.9111766538759553,0.9893166103886649,1.46937240496107,1.5195972317851532,0.8806945057817477,1.2127616375653432,1.2822792183505571,0.7318916859116039,1.0254152218982007,0.8813640649874664,0.8649635460107861,0.9759107972359291,0.7379938736762933,0.9398001525438563,0.9984851522982428,1.3050664697858771,90.0,0.1846603378959161,0.1467785731240289,0.18778081372625885,0.26495617673986277,0.06426188371251171,0.23851548205561618,0.20086174127781936,0.14118937817105529,0.25893108415467064,-0.18961340660868176,0.21412936625500906,0.3470545135532316,0.027651964985166966,0.1808540425951794,-0.09433301064611659,0.016946827137294968,0.3368079648025951,0.1112925059692085,0.11113642611907326,0.1257827300844389,0.46,1.0000000000000009,2.7320471819099573e-28,5.540715560727416e-28,1.0000000000000218,1.0000000000000013,2.633005078961877e-27,6.971327138297365e-29,7.556366877503876e-29,9.382947648672699e-26,1.0000000000000042,0.999999999999978,0.9999999999999956,0.9999999999999833,0.9999999999999917,2.1429437305207896e-28,1.8402900027361575e-26,0.9999999999999885,7.385710225131723e-27,1.0000000000000016,1.1069359392563414e-28,314930736,2,nearest,1.0000000000000007,0.9999999999999959,7.6099650768685455e-28,1.0000000000000218,6.8592928793763585e-28,1.7199273512903623e-27,1.000000000000006,0.9999999999999927,3.388538897060631e-25,1.0000000000000044,0.999999999999978,4.7233599339976395e-28,3.2709654764414807e-26,3.143731543061332e-29,3.412864376009631e-29,1.8260804916949043e-26,0.9999999999999883,2.959812767945832e-28,9.89425500080726e-28,0.9999999999999953,1,11,9,12,13,14,16,17,15,19,20,2,18,3,4,5,6,8,7,10,1.0000000000000009,0.9999999999999961,1.0000000000000107,2.6812519351847106e-27,6.967906686716134e-28,1.802373834735017e-27,2.7676181450178173e-28,0.9999999999999927,1.000000000000024,1.0000000000000044,0.9999999999999781,0.9999999999999954,0.9999999999999836,1.6199381948229918e-28,3.605030781171859e-28,0.9999999999999912,0.9999999999999885,7.686069014794623e-27,1.0000000000000018,3.154684342262772e-26,5.629368212,0.464061889
