g,basis,Nspec,parity,inversion,Nsweep,Nsites,energy,energy uncertainty
100.0,dvr,3,none,none,10,10,-1793.337781070545,0.0016552797390528098
100.0,dvr,3,none,none,20,3,-398.00185370389374,9.091472845316303e-5
100.0,dvr,3,none,none,20,5,-796.669261522938,0.0006699981201202438
100.0,dvr,3,none,none,20,10,-1793.3377810705442,0.0016547170058259226
100.0,dvr,3,none,none,50,3,-398.00185370389374,9.091472845316303e-5
100.0,dvr,3,none,none,50,5,-796.669261522938,0.0006699981201202438
100.0,dvr,3,none,none,50,10,-1793.337781070545,0.0016558422810364424
0.01,m,4,none,none,10,3,-0.00012499877708371798,3.977392515381403e-5
0.01,m,4,none,none,10,5,-0.0002499996888101208,5.62510230793865e-5
0.01,m,4,none,none,10,10,-0.0005625019681261278,8.437836912469093e-5
0.01,m,4,none,none,20,3,-0.00012499877708371798,3.977392515320863e-5
0.01,m,4,none,none,20,5,-0.0002499996888101208,5.6251023079204394e-5
0.01,m,4,none,none,20,10,-0.0005625019681243515,8.437836913682215e-5
0.01,m,4,none,none,50,3,-0.00012499877708371798,3.9773925153211005e-5
0.01,m,4,none,none,50,5,-0.0002499996888101208,5.6251023078301376e-5
0.01,m,4,none,none,50,10,-0.0005625019681261278,8.437836912296525e-5
0.01,dvr,4,none,none,10,3,-0.0001250018683744969,8.838758166658917e-5
0.01,dvr,4,none,none,10,5,-0.0002500071298729978,0.00012500216249151794
0.01,dvr,4,none,none,10,10,-0.0005625202836210264,0.0001875059556977893
0.01,dvr,4,none,none,20,3,-0.0001250018683744969,8.838758166584427e-5
0.01,dvr,4,none,none,20,5,-0.00025000712987477414,0.0001250021624871235
0.01,dvr,4,none,none,20,10,-0.0005625202836210264,0.00018750595569461205
0.01,dvr,4,none,none,50,3,-0.00012500186837627325,8.838758166352455e-5
0.01,dvr,4,none,none,50,5,-0.00025000712987477414,0.00012500216248663505
0.01,dvr,4,none,none,50,10,-0.0005625202836210264,0.0001875059556988458
0.1,m,4,none,none,10,3,-0.012488587354553807,5.936039976767246e-10
0.1,m,4,none,none,10,5,-0.025000027784463086,7.113018661607436e-5
0.1,m,4,none,none,10,10,-0.056278656095144264,0.00013409243835627526
0.1,m,4,none,none,20,3,-0.012488587354553812,1.6463612699567982e-10
0.1,m,4,none,none,20,5,-0.02500002778446131,7.113023485705974e-5
0.1,m,4,none,none,20,10,-0.05627865609502258,0.00013409760822137207
0.1,m,4,none,none,50,3,-0.012488587354553814,4.0327450436746636e-10
0.1,m,4,none,none,50,5,-0.02500002778446131,7.113023544237151e-5
0.1,m,4,none,none,50,10,-0.056278656095011925,0.0001340980656779834
0.1,dvr,4,none,none,10,3,-0.012523475689309976,1.1524528889697587e-9
0.1,dvr,4,none,none,10,5,-0.025087172568101224,6.720155437225716e-5
0.1,dvr,4,none,none,10,10,-0.05649646555578425,0.0001268439526856729
0.1,dvr,4,none,none,20,3,-0.012523475689308228,6.790117626738588e-9
0.1,dvr,4,none,none,20,5,-0.025087172568102112,6.720154186791883e-5
0.1,dvr,4,none,none,20,10,-0.05649646555436849,0.00012691140688399425
0.1,dvr,4,none,none,50,3,-0.012523475689309995,7.544575140820654e-10
0.1,dvr,4,none,none,50,5,-0.025087172568101224,6.720154220753092e-5
0.1,dvr,4,none,none,50,10,-0.056496465554362274,0.0001269120447101517
1.0,m,4,none,none,10,3,-1.0927424888105313,3.9040106728496076e-5
1.0,m,4,none,none,10,5,-2.351458232238055,0.002771449545027608
1.0,m,4,none,none,10,10,-5.647709067401889,0.006163699849848844
1.0,m,4,none,none,20,3,-1.0927424906871779,2.1490760299348766e-7
1.0,m,4,none,none,20,5,-2.3514584643455043,0.0027479471221507562
1.0,m,4,none,none,20,10,-5.64788725132245,0.006910487465899643
1.0,m,4,none,none,50,3,-1.0927424906872343,1.4901161193847656e-8
1.0,m,4,none,none,50,5,-2.3514584662966485,0.0027483562994870944
1.0,m,4,none,none,50,10,-5.648417392653063,0.006043483433740938
1.0,dvr,4,none,none,10,3,-1.3497156978456946,0.0013013432125718771
1.0,dvr,4,none,none,10,5,-3.1482399329436768,0.00859098605853429
1.0,dvr,4,none,none,10,10,-7.779565705447779,0.00135205358943051
1.0,dvr,4,none,none,20,3,-1.3497198778662176,0.00014283675156327022
1.0,dvr,4,none,none,20,5,-3.1492942132808897,0.022772912997646524
1.0,dvr,4,none,none,20,10,-7.779565705447776,0.001352053623589864
1.0,dvr,4,none,none,50,3,-1.349719930707342,2.043144285798384e-7
1.0,dvr,4,none,none,50,5,-3.150473583590804,0.0022013462088893427
1.0,dvr,4,none,none,50,10,-7.779565705447777,0.001352053647238647
5.0,m,4,none,none,10,3,-10.773731539605564,0.005336950333367085
5.0,m,4,none,none,10,5,-22.163595367363207,0.004415858666575286
5.0,m,4,none,none,10,10,-50.686530256582444,0.0031573464121267803
5.0,m,4,none,none,20,3,-10.773863697305714,0.00385339413856437
5.0,m,4,none,none,20,5,-22.1636013054282,0.004264937042684827
5.0,m,4,none,none,20,10,-50.68653025658246,0.0031573463401126114
5.0,m,4,none,none,50,3,-10.773990786324786,0.0014898440303346128
5.0,m,4,none,none,50,5,-22.163618247721693,0.00370737556460927
5.0,m,4,none,none,50,10,-50.6865302565825,0.0031573462680984407
5.0,dvr,4,none,none,10,3,-15.987978987275998,0.00016136614348655963
5.0,dvr,4,none,none,10,5,-33.19091203851728,0.002017343103136484
5.0,dvr,4,none,none,10,10,-76.19831484447519,0.003571052420055646
5.0,dvr,4,none,none,20,3,-15.987979050800543,0.00015438500492415415
5.0,dvr,4,none,none,20,5,-33.19091203851761,0.0020173412434293433
5.0,dvr,4,none,none,20,10,-76.19831484447514,0.003571052420055646
5.0,dvr,4,none,none,50,3,-15.987979240587437,0.00015424613384979884
5.0,dvr,4,none,none,50,5,-33.190912038518505,0.0020173378057843578
5.0,dvr,4,none,none,50,10,-76.19831484447518,0.0035710552215932937
20.0,m,4,none,none,10,3,-50.348793184602144,0.001983136447195763
20.0,m,4,none,none,10,5,-101.31527765803423,0.055870950076494584
20.0,m,4,none,none,10,10,-228.76975673500755,0.01347560990420442
20.0,m,4,none,none,20,3,-50.34879972120146,0.0019388565917511274
20.0,m,4,none,none,20,5,-101.31527766786894,0.055859103223780994
20.0,m,4,none,none,20,10,-228.7697567350079,0.013475609364269099
20.0,m,4,none,none,50,3,-50.348817812576534,0.0018012768379583757
20.0,m,4,none,none,50,5,-101.31527769764523,0.055823038981386706
20.0,m,4,none,none,50,10,-228.7697567350072,0.013475616113459056
20.0,dvr,4,none,none,10,3,-75.63002639108666,0.0001126466603106186
20.0,dvr,4,none,none,10,5,-152.68253002329064,0.01148480358183678
20.0,dvr,4,none,none,10,10,-345.3137970110088,0.021634656597590063
20.0,dvr,4,none,none,20,3,-75.63002640071988,0.00011190139880273918
20.0,dvr,4,none,none,20,5,-152.68253002329084,0.01148480247316075
20.0,dvr,4,none,none,20,10,-345.31379701100815,0.021634668368446977
20.0,dvr,4,none,none,50,3,-75.63002642954345,0.00011130241386802469
20.0,dvr,4,none,none,50,5,-152.68253002329072,0.011484802631543048
20.0,dvr,4,none,none,50,10,-345.31379701100855,0.02163465491603855
100.0,m,4,none,none,10,3,-263.40441284308423,0.0005726748759127676
100.0,m,4,none,none,10,5,-526.2908161328294,0.35458208207329506
100.0,m,4,none,none,10,10,-1183.6360517701942,0.06803129178412998
100.0,m,4,none,none,20,3,-263.40441297616024,0.0005707404159396739
100.0,m,4,none,none,20,5,-526.2908164024432,0.35429511531471175
100.0,m,4,none,none,20,10,-1183.6360517701955,0.06803129349533253
100.0,m,4,none,none,50,3,-263.40441337723547,0.0005725096842881655
100.0,m,4,none,none,50,5,-526.2908167791535,0.35407798271578034
100.0,m,4,none,none,50,10,-1183.6360517701955,0.06803129520653504
100.0,dvr,4,none,none,10,3,-395.52645074233703,0.0037593449629739492
100.0,dvr,4,none,none,10,5,-792.5370501054646,0.008816404992096304
100.0,dvr,4,none,none,10,10,-1785.0635501753782,0.01608342960144379
100.0,dvr,4,none,none,20,3,-395.52645074234,0.0037593217377147785
100.0,dvr,4,none,none,20,5,-792.5370501054645,0.008816418196484573
100.0,dvr,4,none,none,20,10,-1785.063550175381,0.016083545412467266
100.0,dvr,4,none,none,50,3,-395.5264507423491,0.0037593333503622996
100.0,dvr,4,none,none,50,5,-792.5370501054642,0.0088162993562782
100.0,dvr,4,none,none,50,10,-1785.0635501753816,0.016083588841386078
0.01,m,9,none,none,10,3,-0.00010302269752073136,0.00850270051148237
0.01,m,9,none,none,10,5,-0.00025000294900401343,8.021688193314867e-5
0.01,m,9,none,none,10,10,-0.0005625102204618315,0.00012043207085453974
0.01,m,9,none,none,20,3,-0.00012500005673210524,5.65953163390587e-5
0.01,m,9,none,none,20,5,-0.0002500029737948495,8.004056493830618e-5
0.01,m,9,none,none,20,10,-0.0005625102664499337,0.00012006309953611303
0.01,m,9,none,none,50,3,-0.00012500005673210524,5.6595316330683926e-5
0.01,m,9,none,none,50,5,-0.00025000297379662584,8.004056496910329e-5
0.01,m,9,none,none,50,10,-0.0005625102664499337,0.00012006310721938529
0.01,dvr,9,none,none,10,3,-0.00012057785153708591,0.0032821578027559225
0.01,dvr,9,none,none,10,5,-0.00025000296307453596,8.040640077926531e-5
0.01,dvr,9,none,none,10,10,-0.0005625102540598448,0.00012060718273397959
0.01,dvr,9,none,none,20,3,-0.0001250000567338816,5.659531630498887e-5
0.01,dvr,9,none,none,20,5,-0.0002500029737948495,8.004056594679062e-5
0.01,dvr,9,none,none,20,10,-0.0005625102664499337,0.00012006311906981307
0.01,dvr,9,none,none,50,3,-0.00012500005673565795,5.659531640261788e-5
0.01,dvr,9,none,none,50,5,-0.00025000297379129677,8.004056483105175e-5
0.01,dvr,9,none,none,50,10,-0.0005625102664499337,0.00012006310727542321
0.1,m,9,none,none,10,3,-0.012464940543936506,0.011095503920910264
0.1,m,9,none,none,10,5,-0.025035995762660242,0.0003138930198686059
0.1,m,9,none,none,10,10,-0.05637027623859581,0.00017337215303478575
0.1,m,9,none,none,20,3,-0.012502347534194769,5.301858436535608e-5
0.1,m,9,none,none,20,5,-0.02503603169664359,0.0001025442167733699
0.1,m,9,none,none,20,10,-0.056370276265262476,0.00017316976589754434
0.1,m,9,none,none,50,3,-0.012502347534201874,5.301847935694652e-5
0.1,m,9,none,none,50,5,-0.025036031696636485,0.00010254509149471008
0.1,m,9,none,none,50,10,-0.056370276265155894,0.00017317773655361205
0.1,dvr,9,none,none,10,3,-0.012496764335990968,0.0033767987401789206
0.1,dvr,9,none,none,10,5,-0.025016789845799827,0.01083468211748304
0.1,dvr,9,none,none,10,10,-0.05637027626019986,0.0001728887173851053
0.1,dvr,9,none,none,20,3,-0.012502347534205427,5.301851229573645e-5
0.1,dvr,9,none,none,20,5,-0.02503603169661872,0.00010254832757780929
0.1,dvr,9,none,none,20,10,-0.05637027626520208,0.00017317511130399122
0.1,dvr,9,none,none,50,3,-0.012502347534205427,5.301848114653464e-5
0.1,dvr,9,none,none,50,5,-0.025036031696608063,0.00010254921452925005
0.1,dvr,9,none,none,50,10,-0.056370276265091945,0.00017318293910117334
1.0,m,9,none,none,10,3,-1.1702378232711181,0.05342484613693083
1.0,m,9,none,none,10,5,-2.592339941364952,0.02485418901659422
1.0,m,9,none,none,10,10,-6.309262392943683,0.002762120219674924
1.0,m,9,none,none,20,3,-1.171212546479354,0.0034647497301547713
1.0,m,9,none,none,20,5,-2.594625392263692,0.018855486121527147
1.0,m,9,none,none,20,10,-6.309262392998814,0.002763351362334993
1.0,m,9,none,none,50,3,-1.1712373926512392,0.002268614837784109
1.0,m,9,none,none,50,5,-2.5959988742960007,0.010922269518496336
1.0,m,9,none,none,50,10,-6.309262392998807,0.0027633513790484947
1.0,dvr,9,none,none,10,3,-1.1644117955570115,0.06313906658642089
1.0,dvr,9,none,none,10,5,-2.5811031760539715,0.03173415728461201
1.0,dvr,9,none,none,10,10,-6.309230664895953,0.0028510435212362366
1.0,dvr,9,none,none,20,3,-1.1703674744353612,0.02272306765056784
1.0,dvr,9,none,none,20,5,-2.5854481904053643,0.038539440086062964
1.0,dvr,9,none,none,20,10,-6.309230669890756,0.002837181806313801
1.0,dvr,9,none,none,50,3,-1.1712376880254602,0.002291967708660779
1.0,dvr,9,none,none,50,5,-2.5952185224654545,0.017189868606227617
1.0,dvr,9,none,none,50,10,-6.309230669885551,0.002837216043707785
5.0,m,9,none,none,10,3,-12.916706065676488,0.000987639848728051
5.0,m,9,none,none,10,5,-26.937780535798133,0.003474423145979456
5.0,m,9,none,none,10,10,-61.99993737421384,0.006611899897229449
5.0,m,9,none,none,20,3,-12.916708430328498,0.0009668481904057015
5.0,m,9,none,none,20,5,-26.9377805358491,0.0034741924384263847
5.0,m,9,none,none,20,10,-61.999937374333555,0.006611669386735078
5.0,m,9,none,none,50,3,-12.916715517992344,0.0009533359851317628
5.0,m,9,none,none,50,5,-26.937780536001455,0.003473501582111409
5.0,m,9,none,none,50,10,-61.999937374692344,0.006610976121753174
5.0,dvr,9,none,none,10,3,-12.91461004869052,0.02240302979338602
5.0,dvr,9,none,none,10,5,-27.011418987483875,0.002462478637101412
5.0,dvr,9,none,none,10,10,-61.92714255012475,0.007502159856400528
5.0,dvr,9,none,none,20,3,-12.91569008448245,0.023933749255229855
5.0,dvr,9,none,none,20,5,-27.01142001493921,0.0021397970911302224
5.0,dvr,9,none,none,20,10,-61.927142550138306,0.007502169827647601
5.0,dvr,9,none,none,50,3,-12.919978741056603,0.028258665717682617
5.0,dvr,9,none,none,50,5,-27.01142039146036,0.0020547430479451482
5.0,dvr,9,none,none,50,10,-61.9271425501384,0.007502169524570378
20.0,m,9,none,none,10,3,-64.92204592116396,1.689915194193778e-5
20.0,m,9,none,none,10,5,-131.8861697219919,0.016890987894783906
20.0,m,9,none,none,10,10,-299.30805047342903,0.021957019367899393
20.0,m,9,none,none,20,3,-64.92204592117598,2.3360154559928683e-6
20.0,m,9,none,none,20,5,-131.88616972208214,0.016890897973448084
20.0,m,9,none,none,20,10,-299.3080504734434,0.021956997497287828
20.0,m,9,none,none,50,3,-64.92204592117629,9.5367431640625e-7
20.0,m,9,none,none,50,5,-131.88616972233265,0.016890420574674294
20.0,m,9,none,none,50,10,-299.30805047344296,0.021957012409070803
20.0,dvr,9,none,none,10,3,-66.71777081038731,0.020922165053697876
20.0,dvr,9,none,none,10,5,-136.47146288745648,0.008062865550897993
20.0,dvr,9,none,none,10,10,-298.1605701530468,0.01116748633894725
20.0,dvr,9,none,none,20,3,-66.71783538718046,0.001785098223690693
20.0,dvr,9,none,none,20,5,-136.47146288695637,0.008068302728760105
20.0,dvr,9,none,none,20,10,-298.16057015314726,0.011167997778654315
20.0,dvr,9,none,none,50,3,-66.71783541119312,8.272815500687348e-5
20.0,dvr,9,none,none,50,5,-136.4714628869563,0.008068304532350537
20.0,dvr,9,none,none,50,10,-298.1605701530531,0.0111672465731607
100.0,m,9,none,none,10,3,-353.9767455378933,0.001717067234756322
100.0,m,9,none,none,10,5,-710.4709225724944,0.1586754620318351
100.0,m,9,none,none,10,10,-1601.738189012365,0.132055035189575
100.0,m,9,none,none,20,3,-353.9767455737972,6.540843276780032e-5
100.0,m,9,none,none,20,5,-710.4709225851601,0.15868289888026185
100.0,m,9,none,none,20,10,-1601.7381891263667,0.1318381680193933
100.0,m,9,none,none,50,3,-353.976745576727,6.4849853515625e-5
100.0,m,9,none,none,50,5,-710.4709225948352,0.15867022464680203
100.0,m,9,none,none,50,10,-1601.7381894609339,0.13120143934363873
100.0,dvr,9,none,none,10,3,-381.6887027384758,0.027501058226240934
100.0,dvr,9,none,none,10,5,-769.0435125694396,0.00331221181362646
100.0,dvr,9,none,none,10,10,-1633.6392985664381,0.009043713203255139
100.0,dvr,9,none,none,20,3,-381.68871310533797,0.002079153493427079
100.0,dvr,9,none,none,20,5,-769.0435125694407,0.003312176666134074
100.0,dvr,9,none,none,20,10,-1633.6392986747564,0.009035084502730632
100.0,dvr,9,none,none,50,3,-381.6887131053382,0.0020792794709173293
100.0,dvr,9,none,none,50,5,-769.0435125694414,0.003312299680725737
100.0,dvr,9,none,none,50,10,-1633.639298996574,0.008989745069369772
0.01,m,10,none,none,10,3,0.626440270502695,0.9409411526043068
0.01,m,10,none,none,10,5,-0.00024999750978427215,0.00024367548802569904
0.01,m,10,none,none,10,10,-0.0005605487757591732,0.00380355437228636
0.01,m,10,none,none,20,3,0.0001833707050772651,0.03214561337665156
0.01,m,10,none,none,20,5,-0.0002500029737895204,8.004053745581289e-5
0.01,m,10,none,none,20,10,-0.0005625102664446047,0.0001200631468618824
0.01,m,10,none,none,50,3,-0.0001250000567374343,5.6595298891403506e-5
0.01,m,10,none,none,50,5,-0.00025000297379662584,8.004048944976544e-5
0.01,m,10,none,none,50,10,-0.0005625102664552628,0.00012006294965496165
0.01,dvr,10,none,none,10,3,0.0003848404206852048,0.04405612870545693
0.01,dvr,10,none,none,10,5,-0.0002241871231518644,0.0050496103637511286
0.01,dvr,10,none,none,10,10,-0.00048709923635199755,0.031123530273753915
0.01,dvr,10,none,none,20,3,-0.00012500005666638003,5.659585777293342e-5
0.01,dvr,10,none,none,20,5,-0.00025000297380373127,8.004069070773137e-5
0.01,dvr,10,none,none,20,10,-0.0005625102664623682,0.00012006303115861675
0.01,dvr,10,none,none,50,3,-0.00012500005674453973,5.659529890900071e-5
0.01,dvr,10,none,none,50,5,-0.00025000297380017855,8.004048956045824e-5
0.01,dvr,10,none,none,50,10,-0.0005625102664588155,0.000120062969598532
0.1,m,10,none,none,10,3,0.5389605750572014,0.9353062708118324
0.1,m,10,none,none,10,5,-0.025035987887634493,0.0003656055442496608
0.1,m,10,none,none,10,10,-0.05637015752978769,0.0010783703846578337
0.1,m,10,none,none,20,3,-0.012137531822201527,0.03372179734395824
0.1,m,10,none,none,20,5,-0.02503603169785862,0.0001032094834694904
0.1,m,10,none,none,20,10,-0.05637027625894575,0.00017553819050241908
0.1,m,10,none,none,50,3,-0.012502347534201874,5.301942493995282e-5
0.1,m,10,none,none,50,5,-0.02503603169786217,0.00010320982505419645
0.1,m,10,none,none,50,10,-0.05637027625644464,0.00017577332054800687
0.1,dvr,10,none,none,10,3,-0.011785212120989734,0.05017772251266839
0.1,dvr,10,none,none,10,5,-0.024967813468412696,0.01875061347648343
0.1,dvr,10,none,none,10,10,-0.05635104468868219,0.014633387236699684
0.1,dvr,10,none,none,20,3,-0.012502347507730605,5.337929141790042e-5
0.1,dvr,10,none,none,20,5,-0.025036031697876382,0.00010320842546139161
0.1,dvr,10,none,none,20,10,-0.056370276257251106,0.00017569815472202332
0.1,dvr,10,none,none,50,3,-0.012502347534201874,5.301942731384347e-5
0.1,dvr,10,none,none,50,5,-0.02503603169786217,0.00010321107956284454
0.1,dvr,10,none,none,50,10,-0.05637027625642688,0.00017577542611406653
1.0,m,10,none,none,10,3,-1.1591590050302403,0.08510161484490415
1.0,m,10,none,none,10,5,-2.5858023409845905,0.057092848381666575
1.0,m,10,none,none,10,10,-6.309097644805956,0.014868713396117082
1.0,m,10,none,none,20,3,-1.1681251966145854,0.04256294808276878
1.0,m,10,none,none,20,5,-2.590098987197364,0.03164567573486705
1.0,m,10,none,none,20,10,-6.3090980088561786,0.014891870087357567
1.0,m,10,none,none,50,3,-1.1712362635322187,0.002384131736440628
1.0,m,10,none,none,50,5,-2.595417182835409,0.014315432114498828
1.0,m,10,none,none,50,10,-6.309098807080208,0.014889593289140045
1.0,dvr,10,none,none,10,3,-1.1227768470418102,0.1511998276027699
1.0,dvr,10,none,none,10,5,-2.585205918079436,0.04163492721316895
1.0,dvr,10,none,none,10,10,-6.309268835189471,0.0029399913751729707
1.0,dvr,10,none,none,20,3,-1.1555585941128648,0.09677932764085372
1.0,dvr,10,none,none,20,5,-2.5894594988209403,0.03060105325238486
1.0,dvr,10,none,none,20,10,-6.309269019591124,0.002767107390810701
1.0,dvr,10,none,none,50,3,-1.1709581490045136,0.013367265005697137
1.0,dvr,10,none,none,50,5,-2.5951898652981575,0.01762063916749505
1.0,dvr,10,none,none,50,10,-6.309269019656281,0.0027666519200407573
5.0,m,10,none,none,10,3,-12.919313312546585,0.0026303099226351297
5.0,m,10,none,none,10,5,-26.945391608189198,0.00413301856146738
5.0,m,10,none,none,10,10,-62.02058946057861,0.005873057537898529
